WikiData QID	parent	ML_ID	label	description	wiktionary
Q196984		ML_RHETORIC_ZEUGMA	zeugma	From [Ancient Greek](https://en.wikipedia.org/wiki/Ancient_Greek) [_ζεῦγμα_](https://en.wiktionary.org/wiki/%CE%B6%CE%B5%E1%BF%A6%CE%B3%CE%BC%CE%B1#Ancient_Greek) (zeûgma, “[yoking](https://en.wiktionary.org/wiki/yoke)”). A figure of speech in which one word applies to two others in different senses of that word, and in some cases only logically applies to one of the other two words. This is a similar concept to [syllepsis](https://en.wiktionary.org/wiki/syllepsis).	https://en.wiktionary.org/wiki/zeugma
Q87523478		ML_RHETORIC_⁝	tricolon	The pattern of three phrases in parallel, found commonly in Western writing after [Cicero](https://en.wikipedia.org/wiki/Cicero). For example, the kitten had white fur, blue eyes, and a pink tongue.	https://en.wiktionary.org/wiki/tricolon
		ML_RHETORIC_ALLOISIS	alloisis	The breaking down of a subject into its alternatives.	https://en.wiktionary.org/wiki/alloisis
		ML_RHETORIC_AMPLIFICATIO	amplificatio	An all-purpose term for all the ways an argument can be expanded and enhanced.	https://en.wiktionary.org/wiki/amplificatio
		ML_RHETORIC_AMPLIFICATION	amplification	The act and the means of extending thoughts or statements to increase rhetorical effect, to add importance, or to make the most of a thought or circumstance.	https://en.wiktionary.org/wiki/amplification
		ML_RHETORIC_APHAERESIS	aphaeresis	The omission of a syllable from the beginning of a word.	https://en.wiktionary.org/wiki/aphaeresis
		ML_RHETORIC_APOPHASIS-APOPHESIS	apophasis/ apophesis	Pretending to deny something as a means of implicitly affirming it. Mentioning something by saying that you won't mention it.	https://en.wiktionary.org/wiki/apophasis
		ML_RHETORIC_APPEALS	appeals	Rhetorical devices used to enhance the plausibility of one's argument; [Aristotle](https://en.wikipedia.org/wiki/Aristotle)'s appeals included [ethos](https://en.wiktionary.org/wiki/ethos), [logos](https://en.wiktionary.org/wiki/logos), and [pathos](https://en.wiktionary.org/wiki/pathos).	https://en.wiktionary.org/wiki/appeals
		ML_RHETORIC_ARGUMENTUM-AD-HOMINEM	argumentum ad hominem	Using what you know about your opponent's character as a basis for your argument.	https://en.wiktionary.org/wiki/argumentum_ad_hominem
		ML_RHETORIC_ARRANGEMENT	arrangement	See [dispositio](https://en.wiktionary.org/wiki/dispositio).	https://en.wiktionary.org/wiki/arrangement
		ML_RHETORIC_ARS-DICTAMINIS	ars dictaminis	The art of writing letters, introduced and taught during the Medieval rhetorical era.	https://en.wiktionary.org/wiki/ars_dictaminis
		ML_RHETORIC_ARS-POETRIA	ars poetria	Medieval teaching of grammar and style through analysis of poetry.	https://en.wiktionary.org/wiki/ars_poetria
		ML_RHETORIC_ARTISTIC-PROOFS	artistic proofs	Rhetorically-produced methods for persuasion. For [Aristotle](https://en.wikipedia.org/wiki/Aristotle), three possibilities would be [ethos](https://en.wiktionary.org/wiki/ethos), [pathos](https://en.wiktionary.org/wiki/pathos), and [logos](https://en.wiktionary.org/wiki/logos).	https://en.wiktionary.org/wiki/artistic_proofs
		ML_RHETORIC_BACKING	backing	Supporting an argument's merit.	https://en.wiktionary.org/wiki/backing
		ML_RHETORIC_BARBARISMUS	barbarismus	Mispronunciation or unnatural word-usage.	https://en.wiktionary.org/wiki/barbarismus
		ML_RHETORIC_BASES	bases	The issues at question in a judicial case.	https://en.wiktionary.org/wiki/bases
		ML_RHETORIC_BATHOS	bathos	An emotional appeal that inadvertently evokes laughter or ridicule.	https://en.wiktionary.org/wiki/bathos
		ML_RHETORIC_BELLES-LETTRES	belles lettres	Written works considered quality because they are pleasing to the senses.	https://en.wiktionary.org/wiki/belles_lettres
		ML_RHETORIC_BELLETRISTICMOVEMENT	belletristicmovement	Movement of rhetoric in the late 18th and early 19th centuries emphasizing stylistic considerations of rhetoric. It also expanded rhetoric into a study of literature and literary criticism and writing.	https://en.wiktionary.org/wiki/belletristic, https://en.wiktionary.org/wiki/movement
		ML_RHETORIC_BRACHYLOGIA	brachylogia	Brevity of diction.	https://en.wiktionary.org/wiki/brachylogia
		ML_RHETORIC_CLAIM	claim	A primary point being made to support an argument. Or, the resulting conclusion to an argument. ([Stephen Toulmin](https://en.wikipedia.org/wiki/Stephen_Toulmin))	https://en.wiktionary.org/wiki/claim
		ML_RHETORIC_CLASSICISM	classicism	A revival in the interest of classical antiquity languages and texts.	https://en.wiktionary.org/wiki/classicism
		ML_RHETORIC_COMMON-TOPICS	common topics	Arguments and approaches useful in rhetorical settings; _koinoi topoi._	https://en.wiktionary.org/wiki/common_topics
		ML_RHETORIC_CONCLUSIO	conclusio	From [Latin](https://en.wikipedia.org/wiki/Latin). A letter's conclusion.	https://en.wiktionary.org/wiki/conclusio
		ML_RHETORIC_CONFIRMATIO	confirmatio	From [Latin](https://en.wikipedia.org/wiki/Latin). The section of a judicial speech (in Roman rhetorical theory) that offers evidence supporting the claims given during the statement of facts.	https://en.wiktionary.org/wiki/confirmatio
		ML_RHETORIC_CONFUTATIO	confutatio	From [Latin](https://en.wikipedia.org/wiki/Latin). Counterargument in Roman rhetorical theory.	https://en.wiktionary.org/wiki/confutatio
		ML_RHETORIC_CONVERSIO	conversio	From [Latin](https://en.wikipedia.org/wiki/Latin). Varying sentence structure to discover its most agreeable form.	https://en.wiktionary.org/wiki/conversio
		ML_RHETORIC_CONVERSATION-MODEL	conversation model	The model, in critique of traditional rhetoric by [Sally Gearhart](https://en.wikipedia.org/wiki/Sally_Gearhart), that maintains the goal of rhetoric is to persuade others to accept your own personal view as correct.	https://en.wiktionary.org/wiki/conversation_model
		ML_RHETORIC_COOKERY	cookery	[Plato](https://en.wikipedia.org/wiki/Plato) believed rhetoric was to truth as cookery was to medicine. Cookery disguises itself as medicine and appears to be more pleasing, when in actuality it has no real benefit.	https://en.wiktionary.org/wiki/cookery
		ML_RHETORIC_CRITICAL-THEORY	critical theory	Systematically analyzing any means of communication for hidden assumptions and connotations.	https://en.wiktionary.org/wiki/critical_theory
		ML_RHETORIC_DEDUCTION	deduction	Moving from an overall hypothesis to infer something specific about that hypothesis.	https://en.wiktionary.org/wiki/deduction
		ML_RHETORIC_DELIVERY	delivery	Fifth canon in [Cicero](https://en.wikipedia.org/wiki/Cicero)'s list of rhetorical canons; traditionally linked to oral rhetoric, refers to how a speech is given (including tone of voice and nonverbal gestures, among others).	https://en.wiktionary.org/wiki/delivery
		ML_RHETORIC_DICTAMEN	dictamen	The art of writing letters.	https://en.wiktionary.org/wiki/dictamen
		ML_RHETORIC_DISTRIBUTION	distribution	Dividing a whole subject into its various parts.	https://en.wiktionary.org/wiki/distribution
		ML_RHETORIC_DIVISIO	divisio	To divide into categories or classes.	https://en.wiktionary.org/wiki/divisio
		ML_RHETORIC_DRAMATISTIC	dramatistic	A way to look at the nature of language stressing on language as an action. For example, it uses expressions such as 'thou shalt' and 'thou shalt not." ([Kenneth Burke](https://en.wikipedia.org/wiki/Kenneth_Burke)).	https://en.wiktionary.org/wiki/dramatistic
		ML_RHETORIC_ENUMERATIO	enumeratio	Making a point more forcibly by listing detailed causes or effects; to enumerate: count off or list one by one.	https://en.wiktionary.org/wiki/enumeratio
		ML_RHETORIC_ETHOS	ethos	A rhetorical appeal to an audience based on the speaker/writer's credibility.	https://en.wiktionary.org/wiki/ethos
		ML_RHETORIC_FABLE	fable	A short allegorical story.	https://en.wiktionary.org/wiki/fable
		ML_RHETORIC_FACILITAS	facilitas	The improvising of effective oral or written language to suit any situation.	https://en.wiktionary.org/wiki/facilitas
		ML_RHETORIC_FICTIO	fictio	The attribution of rational traits to non-rational creatures.	https://en.wiktionary.org/wiki/fictio
		ML_RHETORIC_FIELD-DEPENDENT	field-dependent	Standards for assessing arguments that are specific to a certain field. ([Stephen Toulmin](https://en.wikipedia.org/wiki/Stephen_Toulmin))	https://en.wiktionary.org/wiki/field-dependent
		ML_RHETORIC_FORENSIC-ORATORY	forensic oratory	speaking in a courtroom.	https://en.wiktionary.org/wiki/forensic_oratory
		ML_RHETORIC_FORUM	forum	A way to complicate our notions of audience and to help writers consider important factors that affect planning and composing.	https://en.wiktionary.org/wiki/forum
		ML_RHETORIC_GENERA	genera	Plural of [genus](https://en.wiktionary.org/wiki/genus). Classification by race, kind, or possession of similarities; discriptive of different types of oratory.	https://en.wiktionary.org/wiki/genera
		ML_RHETORIC_HEURISTICS	heuristics	Determining or applying the proper methods for investigation.	https://en.wiktionary.org/wiki/heuristics
		ML_RHETORIC_HOMOIOTELEUTON	homoioteleuton	From [Ancient Greek](https://en.wikipedia.org/wiki/Ancient_Greek) [_ὁμοιοτέλευτον_](https://en.wiktionary.org/wiki/%E1%BD%81%CE%BC%CE%BF%CE%B9%CE%BF%CF%84%CE%AD%CE%BB%CE%B5%CF%85%CF%84%CE%BF%CF%82#Ancient_Greek) (homoiotéleuton). A figure of speech where adjacent or parallel words have similar endings.	https://en.wiktionary.org/wiki/homoioteleuton
		ML_RHETORIC_HORISMUS	horismus	A brief and often antithetical definition.	https://en.wiktionary.org/wiki/horismus
		ML_RHETORIC_HYPSOS	hypsos	Great or worthy writing, sometimes called sublime. Longinus's theme in [_On the Sublime_](https://en.wikipedia.org/wiki/On_the_Sublime).	https://en.wiktionary.org/wiki/hypsos
		ML_RHETORIC_IGNORATIO-ELENCHI	ignoratio elenchi	A conclusion that is irrelevant.	https://en.wiktionary.org/wiki/ignoratio_elenchi
		ML_RHETORIC_IMITATIO	imitatio	From [Latin](https://en.wikipedia.org/wiki/Latin). Imitation.	https://en.wiktionary.org/wiki/imitatio
		ML_RHETORIC_INARTISTIC-PROOFS	inartistic proofs	Discovered information stemming from the raw data of experience.	https://en.wiktionary.org/wiki/inartistic_proofs
		ML_RHETORIC_INDEFINITE-QUESTIONS	indefinite questions	Questions that are discussed without referring to anything specifically. ([Quintilian](https://en.wikipedia.org/wiki/Quintilian))	https://en.wiktionary.org/wiki/indefinite_questions
		ML_RHETORIC_INDIGNATIO	indignatio	To arouse indignation in the audience.	https://en.wiktionary.org/wiki/indignatio
		ML_RHETORIC_INGENIUM	ingenium	From [Latin](https://en.wiktionary.org/wiki/Latin). The ability to understand similarities and relationships that is innate in all humans. ([Giambattista Vico](https://en.wikipedia.org/wiki/Giambattista_Vico))	https://en.wiktionary.org/wiki/ingenium
		ML_RHETORIC_IN-RE	in re	From [Latin](https://en.wiktionary.org/wiki/Latin). Arguments concerned with what actually happened.	https://en.wiktionary.org/wiki/in_re
		ML_RHETORIC_INSTITUTIO-ORATORIA	institutio oratoria	Educational and rhetorical principles as described and prescribed in treatise by [Quintilian](https://en.wikipedia.org/wiki/Quintilian).	https://en.wiktionary.org/wiki/institutio_oratoria
		ML_RHETORIC_INTERLACEMENT	interlacement	Combining the figures [antistrophe](https://en.wiktionary.org/wiki/antistrophe) and [epanaphora](https://en.wiktionary.org/wiki/epanaphora) for rhetorical style and emphasis. For example (from [_Rhetorica ad Herennium_](https://en.wikipedia.org/wiki/Rhetorica_ad_Herennium)), "'Who are they who have often broken treaties? The Carthaginians. Who are they who have waged ware with severest cruelty? The Carthaginians.'"	https://en.wiktionary.org/wiki/interlacement
		ML_RHETORIC_INVENTION	invention	Described by [Cicero](https://en.wikipedia.org/wiki/Cicero) as the process of determining "valid or seemingly valid arguments;" the first of his five rhetorical canons.	https://en.wiktionary.org/wiki/invention
		ML_RHETORIC_IOCI	ioci	Jokes, see [Cicero](https://en.wikipedia.org/wiki/Cicero)'s [_De Oratore_](https://en.wikipedia.org/wiki/De_Oratore) and his theory of humor.	https://en.wiktionary.org/wiki/ioci
		ML_RHETORIC_ISSUES-OF-DEFINITION	issues of definition	Things related to naming an act.	https://en.wiktionary.org/wiki/issues_of_definition
		ML_RHETORIC_ISSUES-OF-QUALITY	issues of quality	Issues related to the seriousness of an act.	https://en.wiktionary.org/wiki/issues_of_quality
		ML_RHETORIC_JUDICIAL	judicial	Type of oratory used to attack or defend someone.	https://en.wiktionary.org/wiki/judicial
		ML_RHETORIC_KATEGORIA	kategoria	From [Ancient Greek](https://en.wikipedia.org/wiki/Ancient_Greek). Accusation.	https://en.wiktionary.org/wiki/kategoria#English
		ML_RHETORIC_KOINONIA	koinonia	From [Ancient Greek](https://en.wikipedia.org/wiki/Ancient_Greek). To consult with your opponent or judge.	https://en.wiktionary.org/wiki/koinonia
		ML_RHETORIC_LATINITAS	latinitas	Stylistic feature involving the proper use of language.	https://en.wiktionary.org/wiki/latinitas
		ML_RHETORIC_LOGICAL-FALLACY	logical fallacy	Misconceptions resulting from faulty reasoning.	https://en.wiktionary.org/wiki/logical_fallacy
		ML_RHETORIC_METONYMY	metonymy	A figure of speech which substitutes one word or phrase for another with which it is closely associated. For example (from [_Rhetorica ad Herennium_](https://en.wikipedia.org/wiki/Rhetorica_ad_Herennium)), "one should say 'wine' for 'Liber', 'wheat' for 'Ceres'."	https://en.wiktionary.org/wiki/metonymy
		ML_RHETORIC_MOTIVE	motive	Something that plays a role in one's decision to act.	https://en.wiktionary.org/wiki/motive
		ML_RHETORIC_NARRATIO	narratio	A presentation of essential facts in a judicial speech.	https://en.wiktionary.org/wiki/narratio
		ML_RHETORIC_NARRATION	narration	Story telling, involving the elements of time, place, actor, action, cause and manner.	https://en.wiktionary.org/wiki/narration
		ML_RHETORIC_NEGATIO	negatio	To negate or deny.	https://en.wiktionary.org/wiki/negatio
		ML_RHETORIC_NOMOS	nomos	From [Ancient Greek](https://en.wikipedia.org/wiki/Ancient_Greek). a social custom or convention.	https://en.wiktionary.org/wiki/nomos
		ML_RHETORIC_NOTARIES	notaries	Secretaries trained in rhetoric for dealing with the agreements that were needed for commercial cities in Italy to function.	https://en.wiktionary.org/wiki/notaries
		ML_RHETORIC_OMINATIO	ominatio	A prophecy of evil.	https://en.wiktionary.org/wiki/ominatio
		ML_RHETORIC_OPENING	opening	First part of discourse. Should gain audiences' attention.	https://en.wiktionary.org/wiki/opening
		ML_RHETORIC_ORCOS	orcos	An oath.	https://en.wiktionary.org/wiki/orcos
		ML_RHETORIC_PARONOMASIA	paronomasia	A play on words, often for humorous effect.	https://en.wiktionary.org/wiki/paronomasia
		ML_RHETORIC_PERFECTUS-ORATOR	perfectus orator	From [Latin](https://en.wikipedia.org/wiki/Latin). A complete orator.	https://en.wiktionary.org/wiki/perfectus_orator
		ML_RHETORIC_PERIPHRASIS	periphrasis	The substitution of many or several words where one would suffice; usually to avoid using that particular word.	https://en.wiktionary.org/wiki/periphrasis
		ML_RHETORIC_PERORATIO	peroratio	From [Latin](https://en.wikipedia.org/wiki/Latin). The last section of a judicial speech were the speaker is the strongest.	https://en.wiktionary.org/wiki/peroratio
		ML_RHETORIC_PETITIO	petitio	From [Latin](https://en.wikipedia.org/wiki/Latin). In a letter, an announcement, demand, or request.	https://en.wiktionary.org/wiki/petitio
		ML_RHETORIC_PIAN	pian	(Ancient China) the art of disputing.	https://en.wiktionary.org/wiki/pian
		ML_RHETORIC_PLAUSIBILITY	plausibility	Rhetoric that is believable right away due to its association with something that the audience already knows or has experienced.	https://en.wiktionary.org/wiki/plausibility
		ML_RHETORIC_POETRIAE	poetriae	From [Latin](https://en.wikipedia.org/wiki/Latin). Poetry as an art.	https://en.wiktionary.org/wiki/poetriae,_ars
		ML_RHETORIC_POLIS	polis	From [Ancient Greek](https://en.wikipedia.org/wiki/Ancient_Greek). The city-state, especially the people in the city-state.	https://en.wiktionary.org/wiki/polis
		ML_RHETORIC_POLYPHONIC	polyphonic	Having multiple voices.	https://en.wiktionary.org/wiki/polyphonic
		ML_RHETORIC_POSITION	position	The stance taken by a rhetor that they are attempting to prove through argumentation.	https://en.wiktionary.org/wiki/position
		ML_RHETORIC_POSTMODERNISM	postmodernism	Related to rhetoric, a field of inquiry concerned with the ideological underpinnings of commonly held assumptions.	https://en.wiktionary.org/wiki/postmodernism
		ML_RHETORIC_PRAEDICANDI	praedicandi	From [Latin](https://en.wikipedia.org/wiki/Latin). Preaching.	https://en.wiktionary.org/wiki/praedicandi,_ars
		ML_RHETORIC_PRESUMPTION	presumption	An idea is reasonable or acceptable only until it is sufficiently challenged.	https://en.wiktionary.org/wiki/presumption
		ML_RHETORIC_PROTREPTIC	protreptic	From [Ancient Greek](https://en.wikipedia.org/wiki/Ancient_Greek). The potential to persuade through language.	https://en.wiktionary.org/wiki/protreptic
		ML_RHETORIC_REBUTTAL	rebuttal	Conditions on the acceptability of a claim. ([Stephen Toulmin](https://en.wikipedia.org/wiki/Stephen_Toulmin))	https://en.wiktionary.org/wiki/rebuttal
		ML_RHETORIC_RHETOR	rhetor	A person who is in the course of presenting or preparing rhetorical discourse.	https://en.wiktionary.org/wiki/rhetor
		ML_RHETORIC_RHETORES	rhetores	From [Ancient Greek](https://en.wikipedia.org/wiki/Ancient_Greek). Those who make a living by speaking persuasively.	https://en.wiktionary.org/wiki/rhetores
		ML_RHETORIC_RHETORICAL-AUDIENCE	rhetorical audience	Those who can be persuaded by rhetoric.	https://en.wiktionary.org/wiki/rhetorical_audience
		ML_RHETORIC_RHETORICAL-THEORY	rhetorical theory	The organized presentation of the art or rhetoric, descriptions of the various functions of rhetoric, and clarifications of how rhetoric achieves its goals.	https://en.wiktionary.org/wiki/rhetorical_theory
		ML_RHETORIC_RHETORIC-OF-FICTION	rhetoric of fiction	[Wayne Booth](https://en.wikipedia.org/wiki/Wayne_Booth)'s idea that "the author's judgement is always present" in a narrative.	https://en.wiktionary.org/wiki/rhetoric_of_fiction
		ML_RHETORIC_SALON	salon	Intellectual assembly in an aristocratic setting; primarily associated with France in the 1600s and 1700s.	https://en.wiktionary.org/wiki/salon
		ML_RHETORIC_SALUTATIO	salutatio	From [Latin](https://en.wikipedia.org/wiki/Latin). A written greeting.	https://en.wiktionary.org/wiki/salutatio
		ML_RHETORIC_SANNIO	sannio	From [Latin](https://en.wikipedia.org/wiki/Latin). The fool. The role to avoid when using humor in a speech.	https://en.wiktionary.org/wiki/sannio
		ML_RHETORIC_SCHOLASTICISM	scholasticism	Rhetorical study of Christianity that was intellectually prominent in 11th-15th Century Western Europe, emphasizing rhetorical concepts by [Aristotle](https://en.wikipedia.org/wiki/Aristotle) and a search for universal truth.	https://en.wiktionary.org/wiki/scholasticism
		ML_RHETORIC_SCIENTIFIC-METHOD	scientific method	A system of observing and analyzing data through induction; prominent school of thought since the 1600s whose proponents are often critical of rhetoric.	https://en.wiktionary.org/wiki/scientific_method
		ML_RHETORIC_SCIENTIFIC-REASONING	scientific reasoning	Moving from axioms to actual conclusions. Also, syllogistic logic.	https://en.wiktionary.org/wiki/scientific_reasoning
		ML_RHETORIC_SCIENTISM	scientism	Applying scientific assumptions to subjects that are not completely natural. ([Richard M. Weaver](https://en.wikipedia.org/wiki/Richard_M._Weaver))	https://en.wiktionary.org/wiki/scientism
		ML_RHETORIC_SCIENTISTIC	scientistic	Way of looking at the nature of language as a way of naming or defining something. ex. "It is" or "It is not." ([Kenneth Burke](https://en.wikipedia.org/wiki/Kenneth_Burke))	https://en.wiktionary.org/wiki/scientistic
		ML_RHETORIC_SECOND-SOPHISTIC	second sophistic	Rhetorical era in Rome that dealt primarily with rhetorical style through some of the Greek Sophists' concepts, while neglecting its political and social uses because of censorship.	https://en.wiktionary.org/wiki/second_sophistic
		ML_RHETORIC_SENSUS-COMMUNIS	sensus communis	a society's basic beliefs and values.	https://en.wiktionary.org/wiki/sensus_communis
		ML_RHETORIC_SENTENTIA	sententia	Applying a general truth to a situation by quoting a maxim or other wise saying as a conclusion or summary of that situation.	https://en.wiktionary.org/wiki/sententia
		ML_RHETORIC_SIGN	sign	Term from [semiotics](https://en.wiktionary.org/wiki/semiotics) that describes something that has meaning through its connection to something else, like words.	https://en.wiktionary.org/wiki/sign
		ML_RHETORIC_SIGNIFYING	signifying	Term from [semiotics](https://en.wiktionary.org/wiki/semiotics) that describes the method through which meaning is created with arbitrary signs.	https://en.wiktionary.org/wiki/signifying
		ML_RHETORIC_SOLECISMUS	solecismus	Ignorantly misusing tenses, cases, and genders.	https://en.wiktionary.org/wiki/solecismus
		ML_RHETORIC_SOPHISTS	sophists	Considered the first professional teachers of oratory and rhetoric, in 4th century BC Ancient Greece.	https://en.wiktionary.org/wiki/sophists
		ML_RHETORIC_STARTING-POINTS	starting points	The place between the speaker and audience where the argument can begin. ([Chaïm Perelman](https://en.wikipedia.org/wiki/Cha%C3%AFm_Perelman) and [Lucie Olbrechts-Tyteca](https://en.wikipedia.org/wiki/Lucie_Olbrechts-Tyteca))	https://en.wiktionary.org/wiki/starting_points
		ML_RHETORIC_TAUTOLOGIA	tautologia	The same idea repeated in different words.	https://en.wiktionary.org/wiki/tautologia
		ML_RHETORIC_TAXIS	taxis	The distribution of a proper adjunct to every subject.	https://en.wiktionary.org/wiki/taxis
		ML_RHETORIC_TECHNE	techne	[Ancient Greek](https://en.wikipedia.org/wiki/Ancient_Greek) for a true art.	https://en.wiktionary.org/wiki/techne
		ML_RHETORIC_TERMINISTIC-SCREENS	terministic screens	Term coined by [Kenneth Burke](https://en.wikipedia.org/wiki/Kenneth_Burke) to explain the way in which the world is viewed when taking languages and words into consideration.	https://en.wiktionary.org/wiki/terministic_screens
		ML_RHETORIC_THEME	theme	The basic principle pulled from the Bible in order to create a sermon.	https://en.wiktionary.org/wiki/theme
		ML_RHETORIC_TOPOGRAPHIA	topographia	The description of a place.	https://en.wiktionary.org/wiki/topographia
		ML_RHETORIC_TOULMIN-MODEL	Toulmin model	A method of diagraming arguments created by Stephen Toulmin that identifies such components as [backing](https://en.wiktionary.org/wiki/backing), [claim](https://en.wiktionary.org/wiki/claim), [data](https://en.wiktionary.org/wiki/data), [qualifier](https://en.wiktionary.org/wiki/qualifier), [rebuttal](https://en.wiktionary.org/wiki/rebuttal), and warrant.	https://en.wiktionary.org/wiki/Toulmin_model
		ML_RHETORIC_TROPES	tropes	Figure of speech that uses a word aside from its literal meaning.	https://en.wiktionary.org/wiki/tropes
		ML_RHETORIC_UNDERSTATEMENT	understatement	A form of irony, also called [litotes](https://en.wiktionary.org/wiki/litotes), in which something is represented as less than it really is, with the intent of drawing attention to and emphasizing the opposite meaning.	https://en.wiktionary.org/wiki/understatement
		ML_RHETORIC_UOMO-UNIVERSALE	uomo universale	The universal man.	https://en.wiktionary.org/wiki/uomo_universale
		ML_RHETORIC_VISUAL-RHETORIC	visual rhetoric	A theoretical framework describing how visual images communicate, as opposed to aural or verbal messages.	https://en.wiktionary.org/wiki/visual_rhetoric
		ML_RHETORIC_WAYS-AND-MEANS	ways and means	One of the five main matters that [Aristotle](https://en.wikipedia.org/wiki/Aristotle) claims political speakers make speeches on. It consists of the speaker's country's revenue and sources, as well as the expenditures of the country.	https://en.wiktionary.org/wiki/ways_and_means
